linear,20,1000000,0.049858
binomial,20,1000000,0.051253
binary,20,1000000,0.014170
native,20,1000000,0.020944
linear,80,1000000,0.070303
binomial,80,1000000,0.087511
binary,80,1000000,0.045828
native,80,1000000,0.012883
linear,160,1000000,0.106465
binomial,160,1000000,0.134854
binary,160,1000000,0.062433
native,160,1000000,0.022064
linear,320,1000000,0.167394
binomial,320,1000000,0.195998
binary,320,1000000,0.115222
native,320,1000000,0.056027
linear,500,1000000,0.223260
binomial,500,1000000,0.245999
binary,500,1000000,0.101141
native,500,1000000,0.035009
linear,576,1000000,0.269283
binomial,576,1000000,0.276307
binary,576,1000000,0.121733
native,576,1000000,0.077336
linear,20,1048576,0.050211
binomial,20,1048576,0.051993
binary,20,1048576,0.015090
native,20,1048576,0.023215
linear,80,1048576,0.072130
binomial,80,1048576,0.091354
binary,80,1048576,0.042078
native,80,1048576,0.015427
linear,160,1048576,0.106517
binomial,160,1048576,0.124645
binary,160,1048576,0.072880
native,160,1048576,0.016481
linear,320,1048576,0.161667
binomial,320,1048576,0.202745
binary,320,1048576,0.089090
native,320,1048576,0.194868
linear,500,1048576,0.235796
binomial,500,1048576,0.261275
binary,500,1048576,0.105564
native,500,1048576,0.036452
linear,576,1048576,0.263173
binomial,576,1048576,0.281344
binary,576,1048576,0.125203
native,576,1048576,0.414133
linear,20,4000000,0.060493
binomial,20,4000000,0.061101
binary,20,4000000,0.045777
native,20,4000000,0.033168
linear,80,4000000,0.090761
binomial,80,4000000,0.136540
binary,80,4000000,0.099942
native,80,4000000,0.034434
linear,160,4000000,0.131071
binomial,160,4000000,0.184068
binary,160,4000000,0.178952
native,160,4000000,0.047368
linear,320,4000000,0.235805
binomial,320,4000000,0.283471
binary,320,4000000,0.225235
native,320,4000000,0.122336
linear,500,4000000,0.310708
binomial,500,4000000,0.313891
binary,500,4000000,0.287935
native,500,4000000,0.073635
linear,576,4000000,0.300675
binomial,576,4000000,0.363975
binary,576,4000000,0.337133
native,576,4000000,0.089967
linear,20,4194304,0.060097
binomial,20,4194304,0.059366
binary,20,4194304,0.041030
native,20,4194304,0.028123
linear,80,4194304,0.096576
binomial,80,4194304,0.137550
binary,80,4194304,0.107899
native,80,4194304,0.037289
linear,160,4194304,0.132498
binomial,160,4194304,0.189354
binary,160,4194304,0.174019
native,160,4194304,0.052692
linear,320,4194304,0.207364
binomial,320,4194304,0.277923
binary,320,4194304,0.228971
native,320,4194304,0.207818
linear,500,4194304,0.258589
binomial,500,4194304,0.354064
binary,500,4194304,0.306719
native,500,4194304,0.077512
linear,576,4194304,0.282319
binomial,576,4194304,0.354666
binary,576,4194304,0.341117
native,576,4194304,0.103346
linear,20,5000000,0.064457
binomial,20,5000000,0.065102
binary,20,5000000,0.047369
native,20,5000000,0.030758
linear,80,5000000,0.096131
binomial,80,5000000,0.143865
binary,80,5000000,0.115023
native,80,5000000,0.039145
linear,160,5000000,0.136955
binomial,160,5000000,0.216955
binary,160,5000000,0.315552
native,160,5000000,0.063361
linear,320,5000000,0.369199
binomial,320,5000000,0.223951
binary,320,5000000,0.266971
native,320,5000000,0.166578
linear,500,5000000,0.349947
binomial,500,5000000,0.367611
binary,500,5000000,0.357705
native,500,5000000,0.084362
linear,576,5000000,0.296578
binomial,576,5000000,0.409293
binary,576,5000000,0.410205
native,576,5000000,0.143501
linear,20,16777216,0.130068
binomial,20,16777216,0.166447
binary,20,16777216,0.142278
native,20,16777216,0.045800
linear,80,16777216,0.188393
binomial,80,16777216,0.350197
binary,80,16777216,0.361699
native,80,16777216,0.161327
linear,160,16777216,0.277057
binomial,160,16777216,0.484907
binary,160,16777216,0.619576
native,160,16777216,0.173543
linear,320,16777216,0.342829
binomial,320,16777216,0.639975
binary,320,16777216,1.164281
native,320,16777216,0.481016
linear,500,16777216,0.422261
binomial,500,16777216,0.677202
binary,500,16777216,1.144347
native,500,16777216,0.261615
linear,576,16777216,0.485823
binomial,576,16777216,0.737005
binary,576,16777216,1.269657
native,576,16777216,0.266825
linear,20,40000000,0.238632
binomial,20,40000000,0.373039
binary,20,40000000,0.333498
native,20,40000000,0.087993
linear,80,40000000,0.350079
binomial,80,40000000,0.723873
binary,80,40000000,0.801897
native,80,40000000,0.343615
linear,160,40000000,0.464881
binomial,160,40000000,0.995761
binary,160,40000000,1.285904
native,160,40000000,0.471052
linear,320,40000000,0.646539
binomial,320,40000000,1.341727
binary,320,40000000,2.620199
native,320,40000000,0.819302
linear,500,40000000,0.749267
binomial,500,40000000,1.404930
binary,500,40000000,2.703291
native,500,40000000,0.565731
linear,576,40000000,0.842931
binomial,576,40000000,1.765032
binary,576,40000000,3.081951
native,576,40000000,0.623030
linear,20,67108864,0.411509
binomial,20,67108864,0.808361
binary,20,67108864,0.747024
native,20,67108864,0.166924
linear,80,67108864,0.587386
binomial,80,67108864,1.116452
binary,80,67108864,1.249369
native,80,67108864,0.598591
linear,160,67108864,0.696583
binomial,160,67108864,1.473044
binary,160,67108864,2.127272
native,160,67108864,0.715524
linear,320,67108864,0.966094
binomial,320,67108864,1.970425
binary,320,67108864,4.181750
native,320,67108864,0.928495
linear,500,67108864,1.127042
binomial,500,67108864,1.923221
binary,500,67108864,4.237926
native,500,67108864,0.961681
linear,576,67108864,1.144247
binomial,576,67108864,2.392645
binary,576,67108864,4.836280
native,576,67108864,0.997233
linear,20,111111111,0.631637
binomial,20,111111111,1.001613
binary,20,111111111,0.919742
native,20,111111111,0.210347
linear,80,111111111,0.970016
binomial,80,111111111,1.945976
binary,80,111111111,2.316830
native,80,111111111,1.050634
linear,160,111111111,1.151112
binomial,160,111111111,2.386335
binary,160,111111111,3.495295
native,160,111111111,1.232045
linear,320,111111111,1.598876
